,species,divergence_from_human_mya,peptide_alphabet,peptide_reference,peptide_ksize,peptide_bloom_filter,jaccard_threshold,true_positives,true_negatives,false_positives,false_negatives,precision,recall,F1_score
1215,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,31,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k31.index,0.8,283,499.0,1,217.0,0.9964788732394366,0.566,0.721938775510204
1216,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,33,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k33.index,0.8,283,499.0,1,217.0,0.9964788732394366,0.566,0.721938775510204
1217,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,35,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k35.index,0.8,277,499.0,1,223.0,0.9964028776978417,0.554,0.7120822622107971
1218,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,37,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k37.index,0.8,274,499.0,1,226.0,0.9963636363636363,0.548,0.7070967741935484
1219,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,39,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k39.index,0.8,274,499.0,1,226.0,0.9963636363636363,0.548,0.7070967741935484
1220,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_hp_k13.index,0.75,484,158.0,342,16.0,0.585956416464891,0.968,0.7300150829562595
1221,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_hp_k13.index,0.8,475,162.0,338,25.0,0.5842558425584256,0.95,0.7235338918507235
1222,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_hp_k13.index,0.85,459,167.0,333,41.0,0.5795454545454546,0.918,0.7105263157894737
1223,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_hp_k13.index,0.9,452,170.0,330,48.0,0.578005115089514,0.904,0.7051482059282371
1224,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_hp_k15.index,0.75,456,169.0,331,44.0,0.579415501905972,0.912,0.7086247086247085
1225,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_hp_k15.index,0.8,453,170.0,330,47.0,0.578544061302682,0.906,0.7061574434918161
1226,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_hp_k15.index,0.85,451,175.0,325,49.0,0.5811855670103093,0.902,0.7068965517241379
1227,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_hp_k15.index,0.9,445,179.0,321,55.0,0.5809399477806788,0.89,0.7030015797788309
1228,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.75,454,184.0,316,46.0,0.5896103896103896,0.908,0.7149606299212597
1229,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.8,450,186.0,314,50.0,0.5890052356020943,0.9,0.7120253164556962
1230,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.85,447,189.0,311,53.0,0.5897097625329816,0.894,0.7106518282988872
1231,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.9,442,190.0,310,58.0,0.5877659574468085,0.884,0.7060702875399361
1232,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.75,453,195.0,305,47.0,0.5976253298153035,0.906,0.7201907790143084
1233,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.8,450,195.0,305,50.0,0.5960264900662252,0.9,0.7171314741035857
1234,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.85,443,198.0,302,57.0,0.5946308724832214,0.886,0.7116465863453815
1235,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.9,440,199.0,301,60.0,0.5937921727395412,0.88,0.709105560032232
1236,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.75,452,205.0,295,48.0,0.6050870147255689,0.904,0.7249398556535687
1237,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.8,445,206.0,294,55.0,0.6021650879566982,0.89,0.7183212267958029
1238,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.85,443,209.0,291,57.0,0.603542234332425,0.886,0.7179902755267423
1239,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.9,437,209.0,291,63.0,0.6002747252747253,0.874,0.7117263843648208
1240,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.75,448,230.0,270,52.0,0.6239554317548747,0.896,0.7356321839080461
1241,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.8,445,231.0,269,55.0,0.623249299719888,0.89,0.7331136738056013
1242,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.85,443,234.0,266,57.0,0.6248236953455572,0.886,0.7328370554177005
1243,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.9,437,234.0,266,63.0,0.6216216216216216,0.874,0.7265170407315045
1244,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,25,output_simreads/sencha/index/refsprot_t1e9_hp_k25.index,0.8,441,268.0,232,59.0,0.6552748885586924,0.882,0.751918158567775
1245,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,29,output_simreads/sencha/index/refsprot_t1e9_hp_k29.index,0.8,300,495.0,5,200.0,0.9836065573770492,0.6,0.7453416149068324
1246,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,31,output_simreads/sencha/index/refsprot_t1e9_hp_k31.index,0.8,287,499.0,1,213.0,0.9965277777777778,0.574,0.7284263959390863
1247,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,33,output_simreads/sencha/index/refsprot_t1e9_hp_k33.index,0.8,286,499.0,1,214.0,0.9965156794425087,0.572,0.7268106734434563
1248,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,35,output_simreads/sencha/index/refsprot_t1e9_hp_k35.index,0.8,280,499.0,1,220.0,0.99644128113879,0.56,0.7170294494238157
1249,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,37,output_simreads/sencha/index/refsprot_t1e9_hp_k37.index,0.8,277,499.0,1,223.0,0.9964028776978417,0.554,0.7120822622107971
1250,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Swiss Prot,39,output_simreads/sencha/index/refsprot_t1e9_hp_k39.index,0.8,277,499.0,1,223.0,0.9964028776978417,0.554,0.7120822622107971
1251,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,3,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k3.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1252,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.45,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1253,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1254,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.55,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1255,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.6,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1256,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.45,460,445.0,55,40.0,0.8932038834951457,0.92,0.9064039408866995
1257,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.5,453,461.0,39,47.0,0.9207317073170732,0.906,0.9133064516129032
1258,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.55,443,467.0,33,57.0,0.930672268907563,0.886,0.9077868852459018
1259,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.6,435,469.0,31,65.0,0.9334763948497854,0.87,0.9006211180124224
1260,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.45,427,492.0,8,73.0,0.9816091954022989,0.854,0.9133689839572192
1261,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.5,420,494.0,6,80.0,0.9859154929577465,0.84,0.9071274298056157
1262,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.55,415,494.0,6,85.0,0.9857482185273159,0.83,0.9011943539630836
1263,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.6,408,494.0,6,92.0,0.9855072463768116,0.816,0.8927789934354486
1264,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.45,420,494.0,6,80.0,0.9859154929577465,0.84,0.9071274298056157
1265,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.5,412,494.0,6,88.0,0.9856459330143541,0.824,0.89760348583878
1266,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.55,408,494.0,6,92.0,0.9855072463768116,0.816,0.8927789934354486
1267,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.6,402,494.0,6,98.0,0.9852941176470589,0.804,0.8854625550660793
1268,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.45,414,494.0,6,86.0,0.9857142857142858,0.828,0.9
1269,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.5,410,494.0,6,90.0,0.9855769230769231,0.82,0.8951965065502183
1270,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.55,401,495.0,5,99.0,0.9876847290640394,0.802,0.8852097130242825
1271,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.6,382,496.0,4,118.0,0.9896373056994818,0.764,0.8623024830699775
1272,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.45,412,495.0,5,88.0,0.988009592326139,0.824,0.8985823336968375
1273,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.5,395,496.0,4,105.0,0.9899749373433584,0.79,0.8787541713014461
1274,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.55,383,496.0,4,117.0,0.9896640826873385,0.766,0.8635851183765502
1275,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.6,373,496.0,4,127.0,0.9893899204244032,0.746,0.8506271379703535
1276,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.45,399,496.0,4,101.0,0.9900744416873449,0.798,0.8837209302325582
1277,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.5,388,496.0,4,112.0,0.9897959183673469,0.776,0.8699551569506727
1278,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.55,378,499.0,1,122.0,0.9973614775725593,0.756,0.8600682593856656
1279,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.6,364,499.0,1,136.0,0.9972602739726028,0.728,0.8416184971098265
1280,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.45,392,499.0,1,108.0,0.9974554707379135,0.784,0.877939529675252
1281,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.5,384,499.0,1,116.0,0.9974025974025974,0.768,0.8677966101694915
1282,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.55,373,499.0,1,127.0,0.9973262032085561,0.746,0.8535469107551487
1283,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.6,359,499.0,1,141.0,0.9972222222222222,0.718,0.8348837209302326
1284,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k13.index,0.5,377,499.0,1,123.0,0.9973544973544973,0.754,0.8587699316628702
1285,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k15.index,0.5,359,499.0,1,141.0,0.9972222222222222,0.718,0.8348837209302326
1286,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k17.index,0.5,305,499.0,1,195.0,0.9967320261437909,0.61,0.7568238213399504
1287,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k19.index,0.5,292,499.0,1,208.0,0.9965870307167235,0.584,0.7364438839848676
1288,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k21.index,0.5,283,500.0,0,217.0,1.0,0.566,0.722860791826309
1289,Gorilla gorilla gorilla,9.06,protein,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k23.index,0.5,278,500.0,0,222.0,1.0,0.556,0.7146529562982006
1290,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,3,output_simreads/sencha/index/refsprot_t1e9_protein_k3.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1291,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.45,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1292,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1293,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.55,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1294,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.6,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1295,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.45,491,163.0,337,9.0,0.5929951690821256,0.982,0.7394578313253011
1296,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.5,490,170.0,330,10.0,0.5975609756097561,0.98,0.7424242424242423
1297,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.55,490,175.0,325,10.0,0.6012269938650306,0.98,0.7452471482889732
1298,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.6,488,182.0,318,12.0,0.6054590570719603,0.976,0.7473200612557428
1299,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.45,448,462.0,38,52.0,0.9218106995884774,0.896,0.9087221095334685
1300,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.5,438,480.0,20,62.0,0.9563318777292577,0.876,0.9144050104384134
1301,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.55,435,481.0,19,65.0,0.9581497797356828,0.87,0.9119496855345912
1302,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.6,425,485.0,15,75.0,0.9659090909090909,0.85,0.9042553191489362
1303,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.45,426,494.0,6,74.0,0.9861111111111112,0.852,0.9141630901287555
1304,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.5,416,494.0,6,84.0,0.985781990521327,0.832,0.9023861171366594
1305,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.55,414,495.0,5,86.0,0.9880668257756563,0.828,0.9009793253536452
1306,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.6,408,496.0,4,92.0,0.9902912621359223,0.816,0.8947368421052632
1307,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.45,418,494.0,6,82.0,0.9858490566037735,0.836,0.9047619047619047
1308,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.5,415,499.0,1,85.0,0.9975961538461539,0.83,0.9061135371179039
1309,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.55,406,499.0,1,94.0,0.9975429975429976,0.812,0.8952590959206175
1310,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.6,387,499.0,1,113.0,0.9974226804123711,0.774,0.8716216216216216
1311,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.45,417,499.0,1,83.0,0.9976076555023924,0.834,0.9084967320261438
1312,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.5,402,499.0,1,98.0,0.9975186104218362,0.804,0.8903654485049833
1313,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.55,386,499.0,1,114.0,0.9974160206718347,0.772,0.870349492671928
1314,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.6,377,499.0,1,123.0,0.9973544973544973,0.754,0.8587699316628702
1315,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.45,404,499.0,1,96.0,0.9975308641975309,0.808,0.8928176795580111
1316,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.5,392,499.0,1,108.0,0.9974554707379135,0.784,0.877939529675252
1317,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.55,382,499.0,1,118.0,0.9973890339425587,0.764,0.8652321630804076
1318,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.6,369,499.0,1,131.0,0.9972972972972973,0.738,0.8482758620689654
1319,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.45,396,499.0,1,104.0,0.9974811083123426,0.792,0.8829431438127091
1320,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.5,388,499.0,1,112.0,0.9974293059125964,0.776,0.8728908886389202
1321,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.55,378,499.0,1,122.0,0.9973614775725593,0.756,0.8600682593856656
1322,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.6,365,499.0,1,135.0,0.9972677595628415,0.73,0.8429561200923789
1323,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_protein_k13.index,0.5,381,499.0,1,119.0,0.9973821989528796,0.762,0.8639455782312927
1324,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_protein_k15.index,0.5,366,499.0,1,134.0,0.997275204359673,0.732,0.8442906574394463
1325,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_protein_k17.index,0.5,313,499.0,1,187.0,0.9968152866242038,0.626,0.769041769041769
1326,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_protein_k19.index,0.5,300,499.0,1,200.0,0.9966777408637874,0.6,0.749063670411985
1327,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_protein_k21.index,0.5,290,500.0,0,210.0,1.0,0.58,0.7341772151898733
1328,Gorilla gorilla gorilla,9.06,protein,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_protein_k23.index,0.5,284,500.0,0,216.0,1.0,0.568,0.7244897959183673
1329,Homo sapiens,0.0,dayhoff,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k5.index,0.0,499,165.0,335,1.0,0.5983213429256595,0.998,0.7481259370314843
